date,size_sqm,bedrooms,bathrooms,age,location,price
2033-06-19,106,3,2,28,Rural,1413181
2033-06-26,131,2,2,16,Suburban,1575920
2033-07-03,142,1,1,12,Suburban,1602701
2033-07-10,92,3,2,24,Urban,1336071
2033-07-17,146,3,1,1,Suburban,1783861
2033-07-24,160,1,2,27,Rural,1749590
2033-07-31,132,1,1,12,Suburban,1532487
2033-08-07,176,1,1,18,Suburban,1834867
2033-08-14,96,2,1,4,Urban,1381028
2033-08-21,82,1,1,15,Urban,1161170
2033-08-28,66,2,2,9,Rural,981958
2033-09-04,164,4,1,11,Rural,1797735
2033-09-11,139,4,1,19,Suburban,1743894
2033-09-18,118,1,1,12,Rural,1344026
2033-09-25,128,1,1,20,Rural,1471553
2033-10-02,86,4,2,15,Suburban,1305719
2033-10-09,193,2,1,21,Suburban,2065659
2033-10-16,123,2,1,20,Suburban,1482579
2033-10-23,123,1,2,25,Urban,1589596
2033-10-30,141,1,1,0,Urban,1714015
2033-11-06,134,1,1,21,Suburban,1606364
2033-11-13,126,4,1,8,Urban,1682702
2033-11-20,96,3,1,15,Urban,1419118
2033-11-27,134,1,2,18,Urban,1611082
2033-12-04,176,2,2,14,Rural,2004479
2033-12-11,160,3,2,17,Suburban,1883871
2033-12-18,167,2,2,21,Suburban,1816125
2033-12-25,104,3,2,11,Rural,1312568
2034-01-01,90,4,2,13,Urban,1500415
2034-01-08,116,3,1,2,Suburban,1561425
2034-01-15,121,2,1,3,Urban,1583212
2034-01-22,152,3,1,5,Rural,1854982
2034-01-29,69,4,1,15,Urban,1134413
2034-02-05,165,2,2,27,Rural,1803569
2034-02-12,115,1,1,12,Rural,1360196
2034-02-19,107,3,1,11,Urban,1517613
2034-02-26,89,2,2,21,Urban,1262367
2034-03-05,70,3,1,11,Suburban,1095431
2034-03-12,144,4,1,1,Rural,1717482
2034-03-19,122,2,2,28,Urban,1605970
2034-03-26,81,1,1,12,Urban,1135873
2034-04-02,81,1,1,2,Suburban,1135899
2034-04-09,109,3,2,12,Suburban,1529724
2034-04-16,170,4,1,24,Suburban,1947552
2034-04-23,112,4,1,1,Rural,1439752
2034-04-30,74,3,1,18,Suburban,1098414
2034-05-07,112,2,1,8,Rural,1409159
2034-05-14,111,2,1,19,Suburban,1447366
2034-05-21,39,3,2,0,Rural,914887
2034-05-28,118,2,1,26,Suburban,1487022
2034-06-04,113,2,1,12,Rural,1333358
2034-06-11,140,2,1,1,Suburban,1615234
2034-06-18,175,3,2,14,Suburban,2139696
2034-06-25,153,1,2,18,Urban,1835139
2034-07-02,111,4,2,24,Rural,1544448
2034-07-09,86,1,1,24,Urban,1163513
2034-07-16,197,2,1,15,Rural,2071099
2034-07-23,121,3,1,10,Urban,1605416
2034-07-30,120,4,1,14,Suburban,1675717
2034-08-06,119,2,1,5,Urban,1570639
2034-08-13,125,4,2,13,Suburban,1709295
2034-08-20,115,4,1,26,Rural,1499117
2034-08-27,102,1,1,5,Suburban,1375633
2034-09-03,103,2,2,18,Urban,1443616
2034-09-10,119,4,2,4,Rural,1617201
2034-09-17,103,1,2,10,Urban,1358345
2034-09-24,98,3,2,3,Suburban,1434321
2034-10-01,123,4,2,25,Suburban,1592523
2034-10-08,112,2,1,25,Urban,1456993
2034-10-15,165,3,1,27,Rural,1863945
2034-10-22,40,4,1,8,Urban,897774
2034-10-29,152,4,1,8,Suburban,1872983
2034-11-05,157,2,1,16,Rural,1710205
2034-11-12,57,4,2,7,Urban,1212431
2034-11-19,109,2,1,14,Suburban,1461857
2034-11-26,108,2,1,8,Rural,1373183
2034-12-03,77,2,2,4,Urban,1282451
2034-12-10,96,2,2,3,Rural,1369053
2034-12-17,86,4,1,25,Suburban,1314514
2034-12-24,172,3,1,19,Urban,2083214
2034-12-31,148,3,2,17,Urban,1812746
2035-01-07,158,1,1,8,Suburban,1861068
2035-01-14,141,2,2,20,Suburban,1696740
2035-01-21,86,4,1,26,Suburban,1284333
2035-01-28,104,4,2,2,Urban,1561422
2035-02-04,134,1,2,21,Suburban,1546530
2035-02-11,83,3,2,8,Urban,1389227
2035-02-18,141,4,1,8,Urban,1754361
2035-02-25,112,1,2,27,Rural,1444480
2035-03-04,108,3,2,28,Suburban,1434706
2035-03-11,141,4,1,20,Suburban,1823832
2035-03-18,133,2,1,23,Rural,1573711
2035-03-25,109,1,1,3,Urban,1454540
2035-04-01,154,4,2,20,Urban,1917997
2035-04-08,87,1,2,6,Urban,1307640
2035-04-15,138,1,2,6,Suburban,1675248
2035-04-22,137,1,1,28,Urban,1544104
2035-04-29,110,2,1,22,Rural,1345374
2035-05-06,129,3,2,7,Urban,1698954
2035-05-13,82,3,1,26,Suburban,1214750
2035-05-20,147,4,1,20,Suburban,1897640
2035-05-27,114,2,2,0,Urban,1571850
2035-06-03,104,3,2,26,Urban,1451066
2035-06-10,151,4,1,8,Suburban,1867961
2035-06-17,98,4,2,24,Urban,1471776
2035-06-24,77,1,1,22,Rural,1069097
2035-07-01,73,2,1,11,Suburban,1110233
2035-07-08,138,3,2,5,Urban,1765803
2035-07-15,81,2,2,12,Urban,1325330
2035-07-22,172,2,1,28,Urban,1962767
2035-07-29,57,3,1,4,Rural,1054383
2035-08-05,170,3,2,20,Suburban,2004631
2035-08-12,126,2,1,18,Rural,1534721
2035-08-19,117,4,1,25,Urban,1611043
2035-08-26,103,2,1,0,Rural,1415855
2035-09-02,131,3,1,21,Urban,1714657
2035-09-09,118,2,1,23,Urban,1456411
2035-09-16,153,3,2,29,Suburban,1846921
2035-09-23,123,4,1,17,Suburban,1582709
2035-09-30,124,2,1,7,Urban,1648278
2035-10-07,109,4,2,23,Urban,1633383
2035-10-14,118,2,2,25,Urban,1532961
2035-10-21,129,2,2,7,Suburban,1652162
2035-10-28,68,3,1,25,Suburban,1048927
2035-11-04,79,1,1,14,Urban,1243639
2035-11-11,142,3,2,18,Suburban,1826983
2035-11-18,125,2,2,9,Urban,1711504
2035-11-25,114,1,2,23,Rural,1492827
2035-12-02,120,1,2,15,Suburban,1461794
2035-12-09,130,4,2,10,Urban,1837902
2035-12-16,103,2,1,11,Rural,1449965
2035-12-23,96,3,2,15,Urban,1387771
2035-12-30,125,1,1,15,Rural,1486439
2036-01-06,90,1,1,27,Suburban,1213329
2036-01-13,132,3,2,29,Suburban,1736773
2036-01-20,68,3,2,19,Urban,1112802
2036-01-27,150,1,2,2,Suburban,1883797
2036-02-03,134,3,2,26,Suburban,1711873
2036-02-10,127,4,2,8,Rural,1753804
2036-02-17,149,1,1,7,Suburban,1743488
2036-02-24,169,4,2,9,Rural,2067606
2036-03-02,150,2,2,28,Rural,1637429
2036-03-09,64,4,1,12,Rural,1148755
2036-03-16,81,3,2,17,Suburban,1356888
2036-03-23,101,1,2,12,Urban,1429436
2036-03-30,120,4,2,12,Urban,1635657
2036-04-06,135,3,1,14,Suburban,1727071
2036-04-13,98,3,2,12,Rural,1381562
2036-04-20,125,4,2,29,Suburban,1649729
2036-04-27,97,1,2,15,Urban,1303465
2036-05-04,101,4,2,7,Rural,1538935
2036-05-11,77,2,1,26,Suburban,1244150
2036-05-18,92,4,2,26,Rural,1505007
2036-05-25,79,4,1,18,Rural,1207797
2036-06-01,90,1,2,9,Urban,1376368
2036-06-08,151,4,2,11,Rural,1944158
2036-06-15,91,3,2,13,Suburban,1379974
2036-06-22,198,1,1,5,Rural,2065621
2036-06-29,134,3,2,20,Rural,1645712
2036-07-06,125,1,2,23,Suburban,1536132
2036-07-13,94,2,1,8,Urban,1405131
2036-07-20,141,2,2,26,Urban,1833505
2036-07-27,102,2,2,6,Suburban,1519266
2036-08-03,123,4,2,5,Rural,1613729
2036-08-10,196,2,2,21,Suburban,2147557
2036-08-17,117,1,1,0,Suburban,1582482
2036-08-24,154,2,1,20,Suburban,1787445
2036-08-31,98,1,1,13,Urban,1367654
2036-09-07,118,3,2,23,Rural,1485735
2036-09-14,173,4,2,5,Suburban,2195151
2036-09-21,101,3,2,11,Urban,1434362
2036-09-28,174,3,2,16,Urban,2022359
2036-10-05,141,2,1,4,Rural,1767540
2036-10-12,103,2,2,28,Suburban,1529503
2036-10-19,138,2,1,10,Rural,1665469
2036-10-26,149,3,2,27,Suburban,1852156
2036-11-02,138,4,2,4,Urban,1938413
2036-11-09,72,4,1,11,Urban,1335972
2036-11-16,98,3,2,2,Rural,1439339
2036-11-23,112,4,1,23,Suburban,1564227
2036-11-30,117,3,1,8,Rural,1490660
2036-12-07,138,3,2,5,Suburban,1825147
2036-12-14,125,4,1,21,Rural,1653404
2036-12-21,79,1,1,1,Urban,1228607
2036-12-28,131,1,2,25,Rural,1528909
2037-01-04,138,2,1,1,Suburban,1698473
2037-01-11,136,4,1,21,Rural,1778918
2037-01-18,152,2,2,11,Suburban,1910583
2037-01-25,145,3,1,7,Rural,1782644
2037-02-01,133,1,2,1,Suburban,1663876
2037-02-08,117,4,1,8,Suburban,1621317
2037-02-15,70,4,2,28,Suburban,1325341
2037-02-22,132,4,2,15,Rural,1762549
2037-03-01,126,1,2,27,Rural,1557895
2037-03-08,128,2,2,29,Urban,1689923
2037-03-15,81,1,2,24,Suburban,1211114
2037-03-22,87,2,1,14,Urban,1286731
2037-03-29,151,3,2,13,Urban,1889693
2037-04-05,118,3,2,19,Suburban,1690394
2037-04-12,140,2,1,3,Urban,1756215
2037-04-19,120,3,2,3,Rural,1622481
2037-04-26,120,3,1,10,Urban,1612780
2037-05-03,148,4,1,20,Rural,1793196
2037-05-10,104,4,2,23,Suburban,1528041
2037-05-17,122,1,1,17,Suburban,1627420
2037-05-24,106,1,1,26,Suburban,1430401
2037-05-31,106,1,1,4,Urban,1445660
2037-06-07,110,4,2,29,Suburban,1658643
2037-06-14,126,1,1,1,Suburban,1601385
2037-06-21,105,1,2,14,Rural,1473217
2037-06-28,157,4,2,10,Urban,2160586
2037-07-05,93,2,1,26,Urban,1427908
2037-07-12,114,4,2,23,Suburban,1655727
2037-07-19,106,2,1,16,Urban,1536465
2037-07-26,163,4,1,15,Suburban,2030753
2037-08-02,125,1,2,14,Rural,1476700
2037-08-09,150,3,2,22,Urban,1890268
2037-08-16,75,3,2,2,Urban,1315920
2037-08-23,128,2,1,19,Rural,1570160
2037-08-30,146,2,1,29,Urban,1888183
2037-09-06,122,2,1,14,Suburban,1663107
2037-09-13,151,3,2,23,Urban,1953544
2037-09-20,104,2,1,18,Urban,1526617
2037-09-27,162,4,1,27,Rural,1867894
2037-10-04,188,4,1,28,Rural,2205409
2037-10-11,109,3,1,12,Suburban,1606481
2037-10-18,106,4,2,15,Urban,1528012
2037-10-25,163,2,1,22,Urban,1990761
2037-11-01,167,3,2,11,Rural,1945796
2037-11-08,104,2,1,16,Suburban,1364999
2037-11-15,107,4,1,15,Urban,1686315
2037-11-22,111,2,1,8,Suburban,1486147
2037-11-29,79,3,2,28,Urban,1315202
2037-12-06,92,2,2,5,Rural,1430980
2037-12-13,89,4,2,18,Rural,1416738
2037-12-20,96,1,1,22,Rural,1291491
2037-12-27,118,3,1,12,Rural,1586895
2038-01-03,127,2,2,20,Rural,1650879
2038-01-10,166,3,1,23,Rural,1948683
2038-01-17,90,2,1,7,Suburban,1380206
2038-01-24,149,1,2,11,Rural,1753822
2038-01-31,113,4,1,8,Suburban,1675090
2038-02-07,118,2,1,21,Rural,1547692
2038-02-14,140,2,1,3,Urban,1909394
2038-02-21,86,1,2,12,Urban,1325937
2038-02-28,131,3,1,1,Urban,1788291
2038-03-07,124,4,2,2,Suburban,1801941
2038-03-14,134,2,1,4,Rural,1744721
2038-03-21,128,2,2,23,Suburban,1626420
2038-03-28,193,4,2,27,Rural,2258678
2038-04-04,100,1,2,25,Urban,1308608
2038-04-11,104,3,2,17,Suburban,1538923
2038-04-18,101,4,1,20,Rural,1556636
2038-04-25,103,3,2,13,Suburban,1517192
2038-05-02,100,1,1,24,Suburban,1386841
2038-05-09,155,1,1,1,Urban,1868054
2038-05-16,162,4,2,14,Urban,2062029
2038-05-23,102,2,1,7,Urban,1558074
2038-05-30,95,1,1,15,Urban,1335737
2038-06-06,134,1,1,2,Urban,1741148
2038-06-13,103,4,1,23,Rural,1532417
2038-06-20,138,4,2,19,Rural,1792910
2038-06-27,126,4,1,19,Urban,1787784
2038-07-04,74,1,1,27,Urban,1151752
2038-07-11,166,3,1,22,Urban,2071089
2038-07-18,173,1,1,4,Suburban,1941752
2038-07-25,101,4,1,3,Urban,1597019
2038-08-01,108,2,2,22,Rural,1479861
2038-08-08,128,2,1,11,Rural,1700647
2038-08-15,130,4,2,18,Suburban,1824502
2038-08-22,139,2,1,14,Rural,1775750
2038-08-29,180,1,2,24,Urban,2114234
2038-09-05,114,3,1,29,Suburban,1616415
2038-09-12,96,1,1,12,Suburban,1362903
2038-09-19,78,4,2,4,Rural,1443045
2038-09-26,98,1,2,11,Urban,1440691
2038-10-03,119,2,2,18,Urban,1576508
2038-10-10,173,1,1,1,Urban,2038760
2038-10-17,104,3,2,6,Suburban,1610673
2038-10-24,126,2,2,27,Rural,1552168
2038-10-31,119,3,2,22,Rural,1592744
2038-11-07,155,3,1,27,Rural,1823970
2038-11-14,195,3,1,28,Urban,2313335
2038-11-21,104,1,1,4,Suburban,1548143
2038-11-28,105,1,2,19,Suburban,1462515
2038-12-05,151,1,1,28,Rural,1780076
2038-12-12,140,1,1,10,Rural,1727275
2038-12-19,175,2,1,17,Suburban,2136189
2038-12-26,137,1,1,17,Rural,1632372
2039-01-02,109,2,2,6,Suburban,1572506
2039-01-09,137,3,1,9,Suburban,1804961
2039-01-16,153,2,2,22,Rural,1868268
2039-01-23,144,4,2,19,Suburban,2064215
2039-01-30,135,1,2,13,Suburban,1731040
2039-02-06,152,4,2,19,Rural,1921264
2039-02-13,155,2,2,19,Rural,1830775
2039-02-20,161,1,2,10,Rural,1967632
2039-02-27,139,4,1,1,Suburban,1864537
2039-03-06,114,1,2,12,Rural,1559179
2039-03-13,124,2,1,12,Rural,1592515
2039-03-20,156,4,2,8,Suburban,1997665
2039-03-27,95,2,1,16,Suburban,1457759
2039-04-03,131,4,2,14,Rural,1778462
2039-04-10,108,3,1,23,Rural,1549771
2039-04-17,120,3,1,21,Suburban,1693964
2039-04-24,158,3,2,28,Suburban,2016813
2039-05-01,125,3,2,25,Urban,1748592
2039-05-08,121,3,2,22,Suburban,1740809
2039-05-15,79,2,2,27,Suburban,1264872
2039-05-22,142,3,1,20,Urban,1756795
2039-05-29,139,2,1,21,Rural,1769344
2039-06-05,184,3,2,21,Urban,2252779
2039-06-12,110,1,2,28,Suburban,1478496
2039-06-19,126,3,1,15,Urban,1689942
2039-06-26,127,1,2,24,Urban,1582171
2039-07-03,167,2,1,9,Urban,2057087
2039-07-10,117,3,2,28,Urban,1779439
2039-07-17,128,4,2,19,Urban,1846572
2039-07-24,138,2,1,27,Urban,1769933
2039-07-31,125,3,1,26,Rural,1665281
2039-08-07,106,2,2,11,Urban,1703960
2039-08-14,125,4,1,28,Urban,1821095
2039-08-21,152,3,2,4,Urban,1981321
2039-08-28,89,4,1,19,Urban,1515905
2039-09-04,123,3,2,16,Suburban,1759621
2039-09-11,98,1,2,9,Urban,1434683
2039-09-18,155,2,2,5,Urban,2039956
2039-09-25,74,4,1,20,Urban,1353609
2039-10-02,103,2,1,19,Rural,1383452
2039-10-09,131,4,1,5,Urban,1885306
2039-10-16,166,2,1,11,Suburban,2015892
2039-10-23,118,2,2,20,Rural,1608448
2039-10-30,103,2,1,18,Suburban,1464767
2039-11-06,176,1,1,1,Rural,2000244
2039-11-13,76,3,1,12,Rural,1366422
2039-11-20,54,1,2,21,Urban,1138554
2039-11-27,133,2,1,19,Urban,1725162
2039-12-04,104,4,1,10,Rural,1491965
2039-12-11,89,2,2,14,Urban,1416279
2039-12-18,141,3,2,12,Urban,1940364
2039-12-25,127,1,2,25,Rural,1593403
2040-01-01,103,3,2,2,Rural,1544017
2040-01-08,81,4,2,13,Suburban,1442541
2040-01-15,146,3,2,7,Rural,1910864
2040-01-22,139,1,2,27,Suburban,1798231
2040-01-29,117,4,1,8,Suburban,1741479
2040-02-05,175,3,2,14,Urban,2207096
2040-02-12,87,1,2,22,Urban,1373256
2040-02-19,74,1,2,17,Rural,1196032
2040-02-26,99,2,2,7,Rural,1536212
2040-03-04,118,3,2,10,Suburban,1765120
2040-03-11,127,4,1,28,Suburban,1886763
2040-03-18,112,2,1,28,Urban,1625528
2040-03-25,130,3,1,26,Rural,1698579
2040-04-01,82,3,1,4,Rural,1338767
2040-04-08,163,4,1,14,Rural,2110147
2040-04-15,117,2,1,14,Rural,1554250
2040-04-22,153,2,1,26,Urban,1969986
2040-04-29,130,4,2,25,Urban,1840004
2040-05-06,133,2,2,6,Suburban,1827957
2040-05-13,137,1,2,20,Urban,1742012
2040-05-20,133,4,2,17,Suburban,1928494
2040-05-27,139,3,2,27,Urban,1836316
2040-06-03,159,4,2,11,Urban,2154147
2040-06-10,125,1,1,11,Rural,1609108
2040-06-17,141,4,2,3,Suburban,1988590
2040-06-24,117,3,2,28,Suburban,1672209
2040-07-01,163,3,2,10,Suburban,2075537
2040-07-08,99,4,1,20,Urban,1622739
2040-07-15,174,4,1,5,Rural,2125393
2040-07-22,118,1,1,20,Urban,1567598
2040-07-29,77,1,2,9,Rural,1254572
2040-08-05,123,3,2,26,Urban,1757126
2040-08-12,99,2,2,14,Suburban,1479230
2040-08-19,145,2,1,0,Urban,1972210
2040-08-26,100,2,1,16,Suburban,1487776
2040-09-02,106,2,2,2,Rural,1559666
2040-09-09,63,3,1,24,Suburban,1177123
2040-09-16,106,2,2,10,Suburban,1699581
2040-09-23,47,2,1,17,Suburban,1201853
2040-09-30,72,4,1,9,Suburban,1357980
2040-10-07,142,2,1,20,Rural,1856804
2040-10-14,143,4,2,8,Urban,2023409
2040-10-21,132,3,1,6,Urban,1944688
2040-10-28,90,4,2,10,Urban,1617811
2040-11-04,118,1,2,7,Urban,1686488
2040-11-11,119,4,2,1,Suburban,1697036
2040-11-18,85,2,1,4,Rural,1330569
2040-11-25,165,4,1,8,Rural,2108026
2040-12-02,146,4,1,0,Urban,2051433
2040-12-09,113,3,2,16,Urban,1665258
2040-12-16,120,3,1,9,Rural,1660061
2040-12-23,126,2,1,7,Rural,1726672
2040-12-30,58,1,2,17,Suburban,1086339
2041-01-06,112,1,2,24,Rural,1540686
2041-01-13,99,4,2,9,Rural,1672397
2041-01-20,89,1,1,8,Suburban,1412273
2041-01-27,111,3,1,3,Suburban,1696274
2041-02-03,173,2,2,1,Suburban,2058992
2041-02-10,139,2,1,18,Rural,1743404
2041-02-17,102,3,2,9,Rural,1689710
2041-02-24,137,2,1,16,Rural,1743541
2041-03-03,161,4,2,2,Suburban,2227223
2041-03-10,147,2,1,20,Rural,1815957
2041-03-17,121,1,2,18,Rural,1609108
2041-03-24,100,2,2,18,Suburban,1571279
2041-03-31,140,2,2,25,Urban,1887034
2041-04-07,131,3,1,21,Urban,1857575
2041-04-14,146,3,1,18,Rural,1854080
2041-04-21,139,1,1,18,Suburban,1722686
2041-04-28,151,3,2,14,Suburban,1969706
2041-05-05,103,1,2,24,Rural,1443884
2041-05-12,159,4,2,17,Rural,2071535
2041-05-19,125,1,2,16,Urban,1785363
2041-05-26,182,2,2,9,Suburban,2228367
2041-06-02,99,1,2,23,Rural,1466729
2041-06-09,172,4,2,28,Suburban,2214080
2041-06-16,125,2,2,13,Rural,1665728
2041-06-23,100,1,2,18,Urban,1532863
2041-06-30,105,3,1,22,Rural,1571039
2041-07-07,110,3,2,17,Urban,1752996
2041-07-14,132,3,1,10,Urban,1822070
2041-07-21,135,1,2,10,Rural,1657979
2041-07-28,102,1,1,11,Rural,1473313
2041-08-04,119,4,2,7,Urban,1876692
2041-08-11,184,2,1,15,Suburban,2194530
2041-08-18,171,2,2,24,Suburban,2113401
2041-08-25,133,2,2,23,Urban,1884438
2041-09-01,121,2,2,7,Urban,1754059
2041-09-08,123,1,1,23,Rural,1597567
2041-09-15,138,1,2,13,Rural,1785951
2041-09-22,89,4,1,22,Urban,1501509
2041-09-29,112,2,1,17,Urban,1649405
2041-10-06,69,1,1,23,Suburban,1218312
2041-10-13,131,1,1,20,Suburban,1805852
2041-10-20,139,1,1,21,Suburban,1771594
2041-10-27,105,1,2,3,Urban,1621000
2041-11-03,167,2,1,16,Urban,2147430
2041-11-10,83,2,1,12,Suburban,1366125
2041-11-17,76,1,1,4,Suburban,1387287
2041-11-24,126,3,1,2,Rural,1871193
2041-12-01,151,4,2,8,Rural,2050055
2041-12-08,170,2,2,19,Urban,2125028
2041-12-15,106,2,2,25,Rural,1639855
2041-12-22,152,3,1,17,Urban,2072781
2041-12-29,118,2,1,19,Urban,1711598
2042-01-05,114,3,1,18,Urban,1799342
2042-01-12,146,3,2,18,Suburban,2050549
2042-01-19,139,1,1,20,Rural,1738187
2042-01-26,72,2,2,15,Rural,1321936
2042-02-02,164,4,1,0,Rural,2174839
2042-02-09,161,3,1,4,Rural,2065936
2042-02-16,101,4,2,23,Suburban,1597456
2042-02-23,131,1,1,14,Rural,1658587
2042-03-02,134,2,2,25,Rural,1720086
2042-03-09,127,1,1,11,Suburban,1745146
2042-03-16,103,1,2,24,Rural,1433782
2042-03-23,99,4,1,27,Rural,1585120
2042-03-30,119,4,1,0,Suburban,1921595
2042-04-06,155,3,1,13,Suburban,2113888
2042-04-13,136,2,1,17,Suburban,1741129
2042-04-20,108,1,1,17,Suburban,1495564
2042-04-27,143,3,2,5,Urban,1985174
2042-05-04,34,3,2,0,Suburban,1074048
2042-05-11,154,1,1,26,Rural,1788309
2042-05-18,67,1,2,16,Rural,1224957
2042-05-25,109,3,2,17,Rural,1695255
2042-06-01,86,1,2,14,Rural,1430201
2042-06-08,81,1,2,11,Urban,1395276
2042-06-15,154,4,1,12,Urban,2107904
2042-06-22,105,2,2,19,Urban,1663783
2042-06-29,130,3,2,1,Rural,1857075
2042-07-06,118,1,1,3,Rural,1673530
2042-07-13,134,3,1,2,Suburban,1925018
2042-07-20,122,2,1,18,Suburban,1707184
2042-07-27,81,3,1,24,Rural,1303668
2042-08-03,149,3,1,7,Suburban,2089951
2042-08-10,105,3,1,11,Suburban,1621195
2042-08-17,73,4,1,11,Rural,1427877
2042-08-24,107,2,1,9,Urban,1560670
2042-08-31,165,2,2,24,Rural,2050434
2042-09-07,145,3,1,0,Rural,1964513
2042-09-14,109,3,2,27,Suburban,1695430
2042-09-21,109,2,1,4,Suburban,1805189
2042-09-28,110,1,1,27,Rural,1495444
2042-10-05,182,4,2,27,Urban,2394533
2042-10-12,131,2,1,19,Rural,1788161
2042-10-19,132,3,1,10,Urban,1874568
2042-10-26,150,1,2,29,Urban,1985283
2042-11-02,127,1,2,8,Rural,1725283
2042-11-09,112,1,2,13,Rural,1647762
2042-11-16,114,4,2,2,Rural,1890548
2042-11-23,117,4,2,4,Urban,1890539
2042-11-30,118,2,2,23,Suburban,1709443
2042-12-07,141,2,1,25,Urban,1956577
2042-12-14,121,2,1,20,Urban,1824332
2042-12-21,141,2,1,8,Urban,1894837
2042-12-28,117,3,1,17,Suburban,1726852
2043-01-04,122,4,1,5,Urban,1927771
2043-01-11,60,1,2,20,Urban,1241898
2043-01-18,147,3,2,24,Urban,1989283
2043-01-25,130,2,1,6,Suburban,1854534
2043-02-01,149,2,2,15,Urban,2055574
2043-02-08,33,3,1,7,Suburban,1083780
2043-02-15,182,1,2,22,Suburban,2196067
2043-02-22,115,4,1,28,Rural,1696671
2043-03-01,153,4,1,9,Rural,2013238
2043-03-08,88,1,1,25,Rural,1341646
2043-03-15,138,4,2,4,Suburban,2032696
2043-03-22,88,2,2,10,Rural,1403745
2043-03-29,101,2,1,28,Rural,1494799
2043-04-05,177,2,2,29,Rural,2156891
2043-04-12,114,2,1,20,Suburban,1736732
2043-04-19,126,1,1,12,Urban,1753870
2043-04-26,146,4,2,26,Rural,1949704
2043-05-03,134,4,1,19,Rural,1890016
2043-05-10,124,3,1,1,Rural,1778671
2043-05-17,130,1,1,13,Rural,1759108
2043-05-24,192,4,2,8,Suburban,2441104
2043-05-31,118,4,1,9,Urban,1728971
2043-06-07,126,3,1,9,Urban,2063581
2043-06-14,151,2,1,27,Rural,1930618
2043-06-21,153,4,1,9,Urban,2150459
2043-06-28,155,2,2,25,Rural,1913429
2043-07-05,139,3,1,18,Rural,1823771
2043-07-12,85,4,1,10,Urban,1596902
2043-07-19,169,2,2,10,Urban,2220808
2043-07-26,85,1,2,2,Suburban,1503605
2043-08-02,129,2,2,18,Rural,1810871
2043-08-09,97,2,2,23,Urban,1544202
2043-08-16,118,2,2,21,Suburban,1620776
2043-08-23,129,2,2,0,Urban,1901488
2043-08-30,129,1,1,11,Urban,1778301
2043-09-06,132,3,1,28,Rural,1762371
2043-09-13,168,2,2,14,Suburban,2203402
2043-09-20,133,2,1,13,Rural,1735721
2043-09-27,112,4,2,2,Urban,1899848
2043-10-04,148,4,1,19,Suburban,1992993
2043-10-11,155,1,2,12,Rural,1980704
2043-10-18,83,1,2,17,Suburban,1475198
2043-10-25,137,1,1,15,Urban,1848103
2043-11-01,141,4,2,5,Suburban,2151995
2043-11-08,111,2,1,9,Urban,1815894
2043-11-15,161,4,2,27,Rural,2156358
2043-11-22,115,3,2,16,Urban,1846069
2043-11-29,123,1,1,16,Urban,1806535
2043-12-06,114,1,2,7,Suburban,1727221
2043-12-13,120,1,1,3,Suburban,1748362
2043-12-20,87,3,1,14,Rural,1474796
2043-12-27,76,2,1,0,Suburban,1347132
2044-01-03,167,2,1,6,Rural,2038495
2044-01-10,94,2,1,24,Urban,1677618
2044-01-17,90,1,2,9,Urban,1553122
2044-01-24,55,2,2,6,Suburban,1271215
2044-01-31,100,4,1,0,Urban,1819166
2044-02-07,80,1,2,16,Urban,1407027
2044-02-14,169,3,1,11,Rural,2196155
2044-02-21,150,3,2,16,Suburban,2079359
2044-02-28,99,2,1,14,Rural,1575001
2044-03-06,187,1,2,23,Urban,2271679
2044-03-13,149,4,1,15,Urban,2072765
2044-03-20,110,4,2,22,Urban,1784356
2044-03-27,45,1,1,13,Suburban,1074805
2044-04-03,188,2,1,2,Urban,2360351
2044-04-10,78,3,2,18,Urban,1451193
2044-04-17,70,3,1,11,Rural,1317128
2044-04-24,150,4,1,18,Suburban,2102776
2044-05-01,193,4,2,17,Urban,2496116
2044-05-08,161,4,2,29,Rural,2162511
2044-05-15,136,3,1,13,Urban,1973247
2044-05-22,137,4,1,19,Rural,2077947
2044-05-29,145,3,1,22,Urban,2036836
2044-06-05,142,3,1,8,Suburban,1986046
2044-06-12,128,2,2,2,Suburban,1890556
2044-06-19,123,2,1,25,Rural,1780997
2044-06-26,118,2,1,22,Urban,1764018
2044-07-03,97,4,2,11,Suburban,1755236
2044-07-10,111,3,2,19,Urban,1817302
2044-07-17,69,4,1,16,Suburban,1443479
2044-07-24,117,3,2,4,Rural,1812043
2044-07-31,90,2,2,7,Suburban,1654946
2044-08-07,86,2,2,18,Urban,1563653
2044-08-14,125,4,1,25,Urban,1870698
2044-08-21,161,3,1,3,Urban,2186524
2044-08-28,147,4,1,14,Rural,1943287
2044-09-04,72,1,2,18,Rural,1328369
2044-09-11,90,4,1,14,Urban,1729603
2044-09-18,148,2,1,25,Urban,1939429
2044-09-25,90,3,1,13,Suburban,1594486
2044-10-02,113,3,2,29,Suburban,1818771
2044-10-09,136,4,1,15,Suburban,2056556
2044-10-16,90,2,1,23,Urban,1612490
2044-10-23,123,1,1,9,Suburban,1667587
2044-10-30,79,4,1,23,Urban,1586746
2044-11-06,101,3,2,13,Rural,1592721
2044-11-13,129,2,1,19,Suburban,1790583
2044-11-20,72,3,1,10,Urban,1524056
2044-11-27,133,3,2,1,Urban,2027402
2044-12-04,119,3,2,27,Rural,1822316
